userId,action,label
user_27,share,label_4
user_27,view,label_5
user_27,like,label_1
user_27,purchase,label_5
user_27,purchase,label_4
user_27,view,label_5
user_28,purchase,label_4
user_28,view,label_4
user_28,like,label_5
user_28,share,label_5
user_28,purchase,label_3
user_28,like,label_3
user_28,share,label_3
user_28,purchase,label_2
user_28,comment,label_3
user_28,like,label_5
user_29,comment,label_5
user_29,share,label_2
user_29,share,label_5
user_29,share,label_1
user_29,view,label_5
user_29,like,label_5
user_29,share,label_3
user_29,purchase,label_5
user_29,share,label_3
user_29,share,label_3
user_30,share,label_3
user_30,like,label_1
user_30,share,label_3
user_30,comment,label_4
user_30,view,label_4
user_30,share,label_2
user_30,like,label_1
user_30,comment,label_3
user_30,like,label_2
user_30,view,label_2
user_31,purchase,label_4
user_31,view,label_1
user_31,comment,label_1
user_31,purchase,label_3
user_31,view,label_2
user_31,like,label_2
user_31,purchase,label_2
user_31,purchase,label_4
user_31,share,label_2
user_31,like,label_1
user_32,like,label_1
user_32,purchase,label_2
user_32,like,label_4
user_32,purchase,label_5
user_32,view,label_4
user_32,view,label_4
user_32,comment,label_4
user_32,purchase,label_5
user_32,purchase,label_4
user_32,purchase,label_5
user_33,comment,label_2
user_33,share,label_5
user_33,view,label_5
user_33,comment,label_4
user_33,view,label_2
user_33,like,label_2
user_33,comment,label_1
user_33,comment,label_3
user_33,like,label_3
user_33,comment,label_3
user_34,purchase,label_2
user_34,share,label_3
user_34,comment,label_2
user_34,like,label_2
user_34,like,label_2
user_34,view,label_2
user_34,like,label_4
user_34,like,label_2
user_34,comment,label_5
user_34,share,label_2
user_35,comment,label_2
user_35,share,label_2
user_35,view,label_4
user_35,comment,label_3
user_35,purchase,label_2
user_35,share,label_1
user_35,view,label_1
user_35,view,label_3
user_35,like,label_3
user_35,purchase,label_2
user_36,comment,label_3
user_36,like,label_4
user_36,purchase,label_4
user_36,like,label_4
user_36,share,label_1
user_36,view,label_4
user_36,comment,label_2
user_36,view,label_1
user_36,view,label_5
user_36,comment,label_1
user_37,share,label_4
user_37,purchase,label_3
user_37,like,label_2
user_37,share,label_3
user_37,view,label_3
user_37,like,label_1
user_37,purchase,label_2
user_37,view,label_5
user_37,view,label_4
user_37,view,label_1
user_38,view,label_2
user_38,share,label_1
user_38,view,label_5
user_38,purchase,label_1
user_38,purchase,label_4
user_38,purchase,label_3
user_38,view,label_3
user_38,share,label_1
user_38,purchase,label_1
user_38,purchase,label_1
user_39,comment,label_5
user_39,purchase,label_2
user_39,purchase,label_4
user_39,share,label_2
user_39,purchase,label_1
user_39,comment,label_1
user_39,purchase,label_5
user_39,view,label_3
user_39,comment,label_2
user_39,like,label_1
user_40,comment,label_1
user_40,comment,label_2
user_40,purchase,label_1
user_40,view,label_4
user_40,view,label_3
user_40,like,label_5
user_40,purchase,label_3
user_40,share,label_2
user_40,purchase,label_3
user_40,share,label_3
user_41,view,label_3
user_41,view,label_2
user_41,purchase,label_5
user_41,like,label_4
user_41,share,label_4
user_41,like,label_1
user_41,view,label_4
user_41,view,label_4
user_41,comment,label_4
user_41,purchase,label_3
user_42,share,label_4
user_42,purchase,label_3
user_42,like,label_1
user_42,share,label_3
user_42,like,label_3
user_42,share,label_3
user_42,purchase,label_4
user_42,view,label_5
user_42,comment,label_4
user_42,view,label_3
user_43,like,label_4
user_43,purchase,label_3
user_43,like,label_3
user_43,view,label_5
user_43,like,label_5
user_43,view,label_4
user_43,purchase,label_2
user_43,share,label_4
user_43,view,label_4
user_43,view,label_3
user_44,purchase,label_1
user_44,comment,label_5
user_44,purchase,label_2
user_44,comment,label_5
user_44,share,label_4
user_44,view,label_2
user_44,comment,label_1
user_44,comment,label_2
user_44,purchase,label_5
user_44,view,label_2
user_45,share,label_3
user_45,view,label_5
user_45,like,label_3
user_45,like,label_3
user_45,share,label_4
user_45,share,label_4
user_45,like,label_3
user_45,share,label_1
user_45,like,label_3
user_45,like,label_2
user_46,comment,label_2
user_46,like,label_5
user_46,view,label_1
user_46,like,label_2
user_46,purchase,label_3
user_46,comment,label_3
user_46,comment,label_2
user_46,comment,label_3
user_46,like,label_1
user_46,like,label_1
user_47,share,label_1
user_47,comment,label_5
user_47,share,label_5
user_47,purchase,label_3
user_47,view,label_1
user_47,like,label_5
user_47,view,label_1
user_47,share,label_4
user_47,view,label_5
user_47,comment,label_1
user_48,comment,label_3
user_48,purchase,label_1
user_48,like,label_4
user_48,comment,label_3
user_48,share,label_1
user_48,view,label_4
user_48,view,label_4
user_48,share,label_5
user_48,like,label_3
user_48,purchase,label_2
user_49,purchase,label_4
user_49,share,label_5
user_49,like,label_4
user_49,like,label_2
user_49,comment,label_3
user_49,purchase,label_3
user_49,share,label_3
user_49,like,label_5
user_49,like,label_5
user_49,like,label_5
user_50,like,label_5
user_50,view,label_1
user_50,like,label_2
user_50,view,label_5
user_50,comment,label_1
user_50,purchase,label_2
user_50,like,label_5
user_50,like,label_2
user_50,comment,label_2
user_50,view,label_3
